,epoch,Train loss,Test loss,Train Accuracy,Test Accuracy,edge sparsity,epoch duration,run duration,lr,batch_size
0,0,2.03283048828125,1.76991171875,0.26414,0.3563999831676483,1.0,9.64430546760559,19.5850727558136,0.3,1024
1,1,1.6038184350585938,1.5165373046875,0.39892,0.4421999752521515,1.0,7.487574100494385,27.10001826286316,0.3,1024
2,2,1.3830170971679687,1.307544921875,0.49428,0.5212000012397766,1.0,7.693188905715942,34.802568674087524,0.3,1024
3,3,1.2074332019042968,1.21753408203125,0.56292,0.5680999755859375,1.0,7.439908266067505,42.2521767616272,0.3,1024
4,4,1.09322287109375,1.05282607421875,0.60598,0.6232999563217163,1.0,7.4266088008880615,49.68831419944763,0.3,1024
5,5,0.9693203930664063,0.91620849609375,0.65336,0.6743999719619751,1.0,7.560310363769531,57.25829768180847,0.3,1024
6,6,0.9012393212890625,0.87318583984375,0.6825,0.6940999627113342,1.0,7.510005235671997,64.77837896347046,0.3,1024
7,7,0.8340458312988281,0.80049423828125,0.70362,0.7196999788284302,1.0,7.346819877624512,72.13512444496155,0.3,1024
8,8,0.77607216796875,0.798569384765625,0.72674,0.7267999649047852,1.0,7.5239081382751465,79.66904711723328,0.3,1024
9,9,0.7394013659667968,0.754522314453125,0.7411,0.738599956035614,1.0,7.631967067718506,87.31124091148376,0.3,1024
10,10,0.6957458557128906,0.709570068359375,0.75554,0.7559999823570251,1.0,7.504579782485962,94.82611346244812,0.3,1024
11,11,0.6631255285644532,0.674869775390625,0.76874,0.7705000042915344,1.0,7.417668104171753,102.25442504882812,0.3,1024
12,12,0.6372386145019531,0.68912490234375,0.77414,0.761900007724762,1.0,7.4690797328948975,109.73395371437073,0.3,1024
13,13,0.6164173742675781,0.63101728515625,0.78458,0.7836999893188477,1.0,7.3439881801605225,117.08859848976135,0.3,1024
14,14,0.6045090490722657,0.604780712890625,0.78828,0.7922999858856201,1.0,7.445054054260254,124.54445147514343,0.3,1024
15,15,0.5884895336914062,0.6122033203125,0.79448,0.7961999773979187,1.0,7.595747947692871,132.15104913711548,0.3,1024
16,16,0.5595861431884765,0.57618701171875,0.80528,0.7996999621391296,1.0,7.562960386276245,139.72495865821838,0.3,1024
17,17,0.5468900982666015,0.6004064453125,0.81002,0.7935000061988831,1.0,7.366583824157715,147.102680683136,0.3,1024
18,18,0.5318588946533203,0.557560400390625,0.81474,0.8093999624252319,1.0,7.451378583908081,154.56534123420715,0.3,1024
19,19,0.5206849084472657,0.567597607421875,0.81908,0.8087999820709229,1.0,7.40554404258728,161.982280254364,0.3,1024
20,20,0.5079587805175781,0.57159873046875,0.8223,0.8064999580383301,1.0,7.560643911361694,169.5547912120819,0.3,1024
21,21,0.49280506286621095,0.558806640625,0.82798,0.8075000047683716,1.0,7.637617826461792,177.20393538475037,0.3,1024
22,22,0.4900132147216797,0.533806884765625,0.82708,0.8190999627113342,1.0,7.3650031089782715,184.5808620452881,0.3,1024
23,23,0.46871391479492186,0.562750341796875,0.83692,0.8078999519348145,1.0,7.412818908691406,192.00542902946472,0.3,1024
24,24,0.466369267578125,0.552065966796875,0.83696,0.8084999918937683,1.0,7.564933776855469,199.58214163780212,0.3,1024
25,25,0.4582844818115234,0.564401611328125,0.84044,0.8052999973297119,1.0,7.4028520584106445,206.9969720840454,0.3,1024
26,26,0.44723465454101563,0.55430703125,0.84354,0.8111000061035156,1.0,7.582911491394043,214.5919303894043,0.3,1024
27,27,0.44050302978515626,0.512545458984375,0.84462,0.82669997215271,1.0,7.54897141456604,222.15313386917114,0.3,1024
28,28,0.4334399737548828,0.49948447265625,0.8485,0.8312000036239624,1.0,7.6059770584106445,229.77153515815735,0.3,1024
29,29,0.42825847045898435,0.5059203125,0.84866,0.8280999660491943,1.0,7.513978958129883,237.2983341217041,0.3,1024
30,30,0.4201619061279297,0.513603173828125,0.85312,0.8260999917984009,1.0,7.535378932952881,244.84651041030884,0.3,1024
31,31,0.40711090393066407,0.523074609375,0.85744,0.8226999640464783,1.0,7.549594879150391,252.40883660316467,0.3,1024
32,32,0.4039460900878906,0.502799755859375,0.85864,0.8301999568939209,1.0,7.594592094421387,260.0162773132324,0.3,1024
33,33,0.4061377032470703,0.512059130859375,0.85638,0.8290999531745911,1.0,7.547481298446655,267.57671785354614,0.3,1024
34,34,0.4007166296386719,0.481573779296875,0.85792,0.8362999558448792,1.0,7.566533088684082,275.15634202957153,0.3,1024
35,35,0.3916865643310547,0.47275712890625,0.8618,0.8435999751091003,1.0,7.5585949420928955,282.728147983551,0.3,1024
36,36,0.3870484216308594,0.463078173828125,0.86352,0.8438000082969666,1.0,7.5672690868377686,290.30869603157043,0.3,1024
37,37,0.38350821228027343,0.46431025390625,0.86488,0.8398000001907349,1.0,7.506110429763794,297.82844972610474,0.3,1024
38,38,0.3779162518310547,0.4767677734375,0.86666,0.8445999622344971,1.0,7.628944158554077,305.4712200164795,0.3,1024
39,39,0.3705780572509766,0.5047904296875,0.8699,0.8321999907493591,1.0,7.57987380027771,313.064701795578,0.3,1024
40,40,0.36557364624023436,0.46465205078125,0.86968,0.8429999947547913,1.0,7.562495708465576,320.64108085632324,0.3,1024
41,41,0.3656107141113281,0.448804443359375,0.87168,0.8466999530792236,1.0,7.53316330909729,328.18843150138855,0.3,1024
42,42,0.3549018444824219,0.457923583984375,0.87422,0.8464999794960022,1.0,7.5740296840667725,335.776492357254,0.3,1024
43,43,0.35555598693847656,0.480253173828125,0.87256,0.8393999934196472,1.0,7.704854965209961,343.4954779148102,0.3,1024
44,44,0.35483301086425784,0.462539794921875,0.87332,0.8472999930381775,1.0,7.507345676422119,351.0170753002167,0.3,1024
45,45,0.3514256036376953,0.464376611328125,0.87528,0.8434000015258789,1.0,7.481308937072754,358.51284289360046,0.3,1024
46,46,0.3411056896972656,0.468910546875,0.8802,0.8455999493598938,1.0,7.460577726364136,365.98791003227234,0.3,1024
47,47,0.3492393878173828,0.477509228515625,0.87644,0.8420999646186829,1.0,7.5306901931762695,373.53326201438904,0.3,1024
48,48,0.348397744140625,0.453804345703125,0.8789,0.851099967956543,1.0,7.520440101623535,381.06846022605896,0.3,1024
49,49,0.32967528198242185,0.49988076171875,0.88344,0.8395999670028687,1.0,7.630452632904053,388.7138841152191,0.3,1024
50,50,0.3335452014160156,0.4518693359375,0.8826,0.847000002861023,1.0,7.515363931655884,396.2443377971649,0.3,1024
51,51,0.3287649591064453,0.4916150390625,0.88222,0.8381999731063843,1.0,7.465670347213745,403.72528767585754,0.3,1024
52,52,0.32333445709228514,0.48119775390625,0.8863,0.8450999855995178,1.0,7.546051025390625,411.28684282302856,0.3,1024
53,53,0.327956494140625,0.44837451171875,0.88458,0.8508999943733215,1.0,7.654505968093872,418.95681500434875,0.3,1024
54,54,0.3240750811767578,0.44984052734375,0.8839,0.854699969291687,1.0,7.5417397022247314,426.51422452926636,0.3,1024
55,55,0.3199622265625,0.450418212890625,0.8874,0.8517999649047852,1.0,7.817363739013672,434.3474397659302,0.3,1024
56,56,0.3182553283691406,0.45338359375,0.88746,0.8525999784469604,1.0,7.674379110336304,442.0377972126007,0.3,1024
57,57,0.31696985290527346,0.43875380859375,0.88538,0.8569999933242798,1.0,7.469676971435547,449.52341866493225,0.3,1024
58,58,0.30987046142578123,0.455934521484375,0.8891,0.8481999635696411,1.0,7.588889837265015,457.12842535972595,0.3,1024
59,59,0.308838747253418,0.432551416015625,0.8906,0.8553999662399292,1.0,7.652205944061279,464.79674005508423,0.3,1024
60,60,0.3096842443847656,0.4567056640625,0.89028,0.8503999710083008,1.0,7.491199731826782,472.30427384376526,0.3,1024
61,61,0.30199423400878905,0.4550310546875,0.89314,0.8531000018119812,1.0,7.664091348648071,479.9807753562927,0.3,1024
62,62,0.29582308563232423,0.4505435546875,0.89454,0.8562999963760376,1.0,7.500634431838989,487.4936947822571,0.3,1024
63,63,0.290294621887207,0.434600341796875,0.89852,0.8604999780654907,1.0,7.476561784744263,494.982634305954,0.3,1024
64,64,0.2970404089355469,0.463167138671875,0.89396,0.8463999629020691,1.0,7.507037878036499,502.50202202796936,0.3,1024
65,65,0.29461948425292966,0.46310498046875,0.89522,0.8499999642372131,1.0,7.722585916519165,510.2370080947876,0.3,1024
66,66,0.2964025076293945,0.458596826171875,0.89584,0.8518999814987183,1.0,7.66561222076416,517.9148302078247,0.3,1024
67,67,0.2866734341430664,0.4566263671875,0.89806,0.8519999980926514,1.0,7.545828819274902,525.4730758666992,0.3,1024
68,68,0.2858809585571289,0.448181640625,0.899,0.8550999760627747,1.0,7.59274697303772,533.0780832767487,0.3,1024
69,69,0.28949319580078126,0.44329013671875,0.89868,0.8527999520301819,1.0,7.5542685985565186,540.6446924209595,0.3,1024
70,70,0.28208953491210936,0.4472884765625,0.89964,0.854699969291687,1.0,7.685960292816162,548.3430895805359,0.3,1024
71,71,0.28218084533691407,0.45885224609375,0.89938,0.8515999913215637,1.0,7.640552997589111,555.9960680007935,0.3,1024
72,72,0.2796832696533203,0.446448193359375,0.9004,0.8549000024795532,1.0,7.609250545501709,563.6176521778107,0.3,1024
73,73,0.27834414123535156,0.42502939453125,0.90024,0.8610999584197998,1.0,7.47105073928833,571.1010599136353,0.3,1024
