,epoch,Train loss,Test loss,Train Accuracy,Test Accuracy,edge sparsity,epoch duration,run duration,lr,batch_size
0,0,1.8509588832092285,1.658744921875,0.30906,0.3814999759197235,0.9887193441390991,37.23174738883972,39.32584524154663,0.1,128
1,1,1.4826739041137695,1.44544599609375,0.45154,0.4708999991416931,0.9892693161964417,35.95902609825134,75.29667210578918,0.1,128
2,2,1.2429964460754395,1.1767390625,0.54764,0.5794999599456787,0.9925583004951477,36.026620626449585,111.33283853530884,0.1,128
3,3,1.0774092945861817,1.0233751953125,0.60978,0.6394999623298645,0.9973422288894653,37.29499864578247,148.63752222061157,0.1,128
4,4,0.9720551072692871,0.90174697265625,0.65256,0.6865999698638916,0.978738009929657,36.94244861602783,185.59048438072205,0.1,128
5,5,0.9002018173217774,0.85754228515625,0.68076,0.70169997215271,0.9766117930412292,36.75683665275574,222.35718083381653,0.1,128
6,6,0.8318227204895019,0.797421240234375,0.70578,0.7252999544143677,0.9461953639984131,36.4977924823761,258.86488342285156,0.1,128
7,7,0.8139393991088867,0.783313134765625,0.71226,0.7251999974250793,0.8367145657539368,36.75342130661011,295.6283276081085,0.1,128
8,8,0.8102935482788086,0.80158955078125,0.71524,0.7208999991416931,0.7634603977203369,36.727466344833374,332.36595368385315,0.1,128
9,9,0.7801096057128907,0.761273046875,0.72818,0.7446999549865723,0.7522978186607361,35.68329071998596,368.059543132782,0.1,128
10,10,0.7668221415710449,0.758872705078125,0.73032,0.7408999800682068,0.7277284264564514,36.78768444061279,404.858336687088,0.1,128
11,11,0.7480363160705567,0.764368994140625,0.73944,0.7354999780654907,0.70977383852005,36.6166296005249,441.48548221588135,0.1,128
12,12,0.7276759651184082,0.7636224609375,0.74556,0.7378999590873718,0.7028636932373047,36.87014961242676,478.3678979873657,0.1,128
13,13,0.724339609375,0.707312744140625,0.7471,0.7567999958992004,0.6794755458831787,36.772005558013916,515.1510360240936,0.1,128
14,14,0.7336506089782715,0.778556982421875,0.74414,0.7264999747276306,0.6449248194694519,35.34814643859863,550.5099403858185,0.1,128
15,15,0.7179536325073242,0.73799697265625,0.7498,0.748199999332428,0.6412039399147034,35.9829535484314,586.5038001537323,0.1,128
16,16,0.7087268688964844,0.63634423828125,0.75408,0.7846999764442444,0.6289783120155334,35.61488366127014,622.1298232078552,0.1,128
17,17,0.6886788577270507,0.715122119140625,0.757,0.7558000087738037,0.6263205409049988,35.50332474708557,657.6444280147552,0.1,128
18,18,0.6876060586547852,0.72507333984375,0.7582,0.7515999674797058,0.613031804561615,36.928295850753784,694.5842549800873,0.1,128
19,19,0.6770943527984619,0.66431767578125,0.76408,0.7734000086784363,0.6039955019950867,37.000946044921875,731.596433877945,0.1,128
20,20,0.666437056350708,0.6944130859375,0.7659,0.7612999677658081,0.6061216592788696,35.634318351745605,767.2420883178711,0.1,128
21,21,0.6722778124237061,0.60569443359375,0.76398,0.7943999767303467,0.5997430682182312,36.3853759765625,803.6389472484589,0.1,128
22,22,0.6652547211456299,0.6730640625,0.76878,0.7712999582290649,0.5923013687133789,36.26688027381897,839.9173638820648,0.1,128
23,23,0.6657601835632324,0.642623193359375,0.76654,0.7787999510765076,0.5875174403190613,36.38651633262634,876.3157017230988,0.1,128
24,24,0.6777468395996094,0.689094384765625,0.76434,0.7628999948501587,0.580075740814209,35.62352538108826,911.9510447978973,0.1,128
25,25,0.6871551332092285,0.644348046875,0.7606,0.7768999934196472,0.5726340413093567,36.28197240829468,948.2450182437897,0.1,128
26,26,0.686992963180542,0.6361392578125,0.7616,0.7838000059127808,0.5662554502487183,35.99372696876526,984.2506966590881,0.1,128
27,27,0.6726124708557129,0.634313232421875,0.76564,0.7827999591827393,0.5673185586929321,36.372848987579346,1020.6358234882355,0.1,128
28,28,0.6708860360717773,0.664528466796875,0.76358,0.7742999792098999,0.5614715218544006,36.1861686706543,1056.834278345108,0.1,128
29,29,0.6759292388153076,0.6548353515625,0.76608,0.7727999687194824,0.5625346302986145,36.818474531173706,1093.665050983429,0.1,128
30,30,0.6650614727783203,0.63459423828125,0.76836,0.7834999561309814,0.5577506422996521,36.761611223220825,1130.4392125606537,0.1,128
31,31,0.6647612764739991,0.66680107421875,0.76766,0.7773000001907349,0.558282196521759,36.216721057891846,1166.6684703826904,0.1,128
32,32,0.6747659720611572,0.66500498046875,0.7659,0.7732999920845032,0.5556244850158691,36.138813495635986,1202.8199610710144,0.1,128
33,33,0.6668161638641358,0.672417724609375,0.76624,0.7680999636650085,0.5492458343505859,36.57884073257446,1239.4115717411041,0.1,128
34,34,0.6599683802032471,0.65175966796875,0.7708,0.7730000019073486,0.5550929307937622,36.16193413734436,1275.5865330696106,0.1,128
35,35,0.6584511511230469,0.655570751953125,0.76914,0.7730000019073486,0.5492458343505859,35.665767431259155,1311.265321969986,0.1,128
36,36,0.6555306070709228,0.61907861328125,0.76922,0.7839999794960022,0.5481827855110168,36.5350227355957,1347.8140172958374,0.1,128
37,37,0.6504080683898926,0.597771875,0.77308,0.7986999750137329,0.5444619059562683,36.45897626876831,1384.286380290985,0.1,128
38,38,0.6427709544372558,0.6257134765625,0.77606,0.789900004863739,0.546588122844696,36.49563789367676,1420.7953889369965,0.1,128
39,39,0.6503083759307862,0.66312451171875,0.77412,0.7752000093460083,0.5449934601783752,36.206499099731445,1457.0154078006744,0.1,128
40,40,0.6437142609405517,0.62760380859375,0.77742,0.7842999696731567,0.5444619059562683,36.41165828704834,1493.4406790733337,0.1,128
41,41,0.6460521863555908,0.644578076171875,0.77534,0.7831000089645386,0.5423356890678406,36.53284192085266,1529.9878597259521,0.1,128
42,42,0.6352907524871826,0.59492890625,0.78138,0.795799970626831,0.5423356890678406,36.10396099090576,1566.1073763370514,0.1,128
43,43,0.6426075755310059,0.649317919921875,0.77482,0.7828999757766724,0.5407410860061646,36.47568655014038,1602.5970284938812,0.1,128
44,44,0.6522976721191406,0.674791162109375,0.77208,0.7656999826431274,0.5338309407234192,35.610302686691284,1638.2213294506073,0.1,128
45,45,0.647963402633667,0.64700166015625,0.77296,0.7770999670028687,0.5338309407234192,36.42956256866455,1674.6649792194366,0.1,128
46,46,0.6430404249572754,0.7068302734375,0.77556,0.7608999609947205,0.5348939895629883,36.2337281703949,1710.9129719734192,0.1,128
47,47,0.6403057661437989,0.656709814453125,0.77688,0.7800999879837036,0.5359570980072021,36.22820329666138,1747.1575300693512,0.1,128
48,48,0.6460378521728516,0.67553544921875,0.775,0.771399974822998,0.537020206451416,36.39835286140442,1783.584636926651,0.1,128
49,49,0.6383467532348632,0.64036171875,0.77848,0.7811999917030334,0.5364886522293091,36.73977279663086,1820.3388905525208,0.1,128
50,50,0.6492900204467773,0.6539115234375,0.77368,0.7780999541282654,0.5332993865013123,35.35595655441284,1855.7095823287964,0.1,128
51,51,0.6389900385284424,0.6059197265625,0.77586,0.7877999544143677,0.5301100611686707,36.58413648605347,1892.3119118213654,0.1,128
