,epoch,Train loss,Test loss,Train Accuracy,Test Accuracy,sparsity conv1,sparsity conv2,sparsity mlp1,sparsity mlp2,edge sparsity,epoch duration,run duration,lr,batch_size
86,86,0.06681060354957978,0.06479002075195313,0.9802833333333333,0.9906999468803406,0.8500000238418579,0.47999998927116394,0.03749999776482582,0.06200000271201134,0.06188846006989479,8.939514398574829,800.0176005363464,0.001,128
87,87,0.06762573538497091,0.1036176025390625,0.9800666666666666,0.9908999800682068,0.9000000357627869,0.47999998927116394,0.03999999910593033,0.058000002056360245,0.061912715435028076,9.25788164138794,809.2910964488983,0.001,128
88,88,0.06120148228872568,0.08117760009765625,0.9822666666666666,0.9901999831199646,0.9000000357627869,0.4599999785423279,0.03374999761581421,0.058000002056360245,0.05770888552069664,8.963631391525269,818.26993060112,0.001,128
89,89,0.06695392228551209,0.0724843505859375,0.9800833333333333,0.9902999997138977,0.8500000238418579,0.4399999976158142,0.03500000014901161,0.06800000369548798,0.06170094013214111,8.80168342590332,827.0870184898376,0.001,128
90,90,0.061589637363950414,0.06344985961914062,0.9814,0.9914000034332275,0.9000000357627869,0.5600000023841858,0.03125,0.05400000140070915,0.05705676227807999,8.986932516098022,836.0891764163971,0.001,128
91,91,0.061793152808149655,0.07170797119140625,0.9826666666666667,0.9906999468803406,0.8500000238418579,0.4599999785423279,0.03999999910593033,0.04400000348687172,0.05619005858898163,9.100425958633423,845.2048399448395,0.001,128
92,92,0.06568672561099131,0.059630810546875,0.9803833333333334,0.9917999505996704,0.8500000238418579,0.41999998688697815,0.038750000298023224,0.06400000303983688,0.06198082119226456,9.34364938735962,854.5637669563293,0.001,128
93,93,0.06398537063002586,0.07841427001953125,0.9808166666666667,0.9901999831199646,0.8500000238418579,0.5399999618530273,0.036249998956918716,0.04800000041723251,0.057312387973070145,9.126700162887573,863.7057185173035,0.001,128
94,94,0.06349651770070196,0.0730162109375,0.9814833333333334,0.9907999634742737,0.8500000238418579,0.5399999618530273,0.026249999180436134,0.06000000238418579,0.05581781640648842,9.253695011138916,872.9747412204742,0.001,128
95,95,0.061602820678551995,0.07496210327148438,0.9811666666666666,0.9886999726295471,0.9000000357627869,0.5999999642372131,0.036249998956918716,0.06200000271201134,0.06396985054016113,8.999915599822998,881.989955663681,0.001,128
96,96,0.05951577337471147,0.06189957275390625,0.9818833333333333,0.9901999831199646,0.800000011920929,0.47999998927116394,0.04374999925494194,0.06000000238418579,0.06485334038734436,9.130721807479858,891.136189699173,0.001,128
97,97,0.06525773661111792,0.06395532836914063,0.98035,0.991599977016449,0.9000000357627869,0.5,0.03374999761581421,0.06800000369548798,0.062380120158195496,9.193804740905762,900.3548760414124,0.001,128
98,98,0.061364394449070096,0.0655291015625,0.9816166666666667,0.9914000034332275,0.9000000357627869,0.5,0.028749998658895493,0.0560000017285347,0.054907266050577164,9.045008659362793,909.4152157306671,0.001,128
99,99,0.06356813890188932,0.0671306396484375,0.9815666666666667,0.9906999468803406,0.8500000238418579,0.4599999785423279,0.036249998956918716,0.058000002056360245,0.05917920172214508,8.836771488189697,918.2673335075378,0.001,128
100,100,0.06065883727644881,0.11067813720703125,0.9825166666666667,0.9905999898910522,0.800000011920929,0.47999998927116394,0.042500000447034836,0.058000002056360245,0.06335877627134323,8.840924501419067,927.1235628128052,0.001,128
101,101,0.05899778850935399,0.08183768310546875,0.9823666666666667,0.9894999861717224,0.800000011920929,0.5199999809265137,0.03999999910593033,0.058000002056360245,0.06279900670051575,9.110045433044434,936.2489514350891,0.001,128
102,102,0.06461487807047864,0.061506005859375,0.98065,0.9901999831199646,0.800000011920929,0.4399999976158142,0.03999999910593033,0.052000001072883606,0.058687541633844376,9.086145877838135,945.3505456447601,0.001,128
103,103,0.06076700657258431,0.07271204833984375,0.9816666666666667,0.9910999536514282,0.8500000238418579,0.4399999976158142,0.03500000014901161,0.06400000303983688,0.06020636856555939,8.984761476516724,954.3509755134583,0.001,128
104,104,0.06089052055378755,0.07673239135742188,0.9814333333333334,0.9907999634742737,0.75,0.4599999785423279,0.036249998956918716,0.06400000303983688,0.0613725446164608,9.440934658050537,963.8073949813843,0.001,128
105,105,0.0616870244388779,0.08811734619140625,0.9813833333333334,0.9886999726295471,0.800000011920929,0.3799999952316284,0.03500000014901161,0.07400000095367432,0.06251633167266846,9.226005792617798,973.0486834049225,0.001,128
106,106,0.06652263745417197,0.079932763671875,0.98005,0.9901999831199646,0.800000011920929,0.3999999761581421,0.04124999791383743,0.05400000140070915,0.05924730375409126,9.11517071723938,982.1791346073151,0.001,128
107,107,0.0620540482322375,0.07551168823242188,0.9809166666666667,0.9911999702453613,0.8500000238418579,0.4599999785423279,0.036249998956918716,0.06000000238418579,0.059926487505435944,9.280201435089111,991.4752359390259,0.001,128
108,108,0.06108788302913308,0.06105244140625,0.9820166666666666,0.9904999732971191,0.8500000238418579,0.4599999785423279,0.027499999850988388,0.0560000017285347,0.053200919181108475,9.22726583480835,1000.7180898189545,0.001,128
109,109,0.059581453070541225,0.060195208740234374,0.9819166666666667,0.9909999966621399,0.75,0.47999998927116394,0.03125,0.05400000140070915,0.05511438101530075,9.03696322441101,1009.7703506946564,0.001,128
110,110,0.0620885170246164,0.062352557373046874,0.9812833333333333,0.990399956703186,0.800000011920929,0.4399999976158142,0.028749998658895493,0.0560000017285347,0.05345654487609863,9.319958209991455,1019.1143455505371,0.001,128
111,111,0.0620747905033951,0.05676372680664062,0.9812333333333333,0.9921000003814697,0.800000011920929,0.41999998688697815,0.029999999329447746,0.06599999964237213,0.05747285485267639,9.432951927185059,1028.562732219696,0.001,128
112,112,0.06150212133626143,0.1115628662109375,0.9811166666666666,0.9908999800682068,0.75,0.47999998927116394,0.032499998807907104,0.05000000074505806,0.05436709523200989,9.21075177192688,1037.7889761924744,0.001,128
113,113,0.06340686411634087,0.08444470825195312,0.98125,0.9906999468803406,0.800000011920929,0.47999998927116394,0.03125,0.06599999964237213,0.059622347354888916,9.199408769607544,1047.0039491653442,0.001,128
114,114,0.06016409801989794,0.08172901000976562,0.9821,0.9896999597549438,0.8500000238418579,0.5399999618530273,0.032499998807907104,0.05400000140070915,0.057312387973070145,8.909666061401367,1055.9292075634003,0.001,128
115,115,0.06070365846256415,0.08636210327148437,0.9817666666666667,0.9888999462127686,0.75,0.4599999785423279,0.03749999776482582,0.0560000017285347,0.05913068726658821,9.088544130325317,1065.03347158432,0.001,128
116,116,0.06082489523813128,0.06926243896484376,0.9819666666666667,0.9889999628067017,0.75,0.3799999952316284,0.032499998807907104,0.05000000074505806,0.05203007906675339,9.537297248840332,1074.5862755775452,0.001,128
117,117,0.05965835991526643,0.06293226318359375,0.9820833333333333,0.9906999468803406,0.75,0.5,0.03999999910593033,0.05400000140070915,0.060812778770923615,9.241800785064697,1083.8435912132263,0.001,128
118,118,0.06064492209057013,0.09010346069335938,0.9820333333333333,0.9901999831199646,0.800000011920929,0.5,0.03374999761581421,0.07000000029802322,0.06307888776063919,9.15144944190979,1093.010618686676,0.001,128
119,119,0.0599952791561683,0.0702236572265625,0.9819,0.9888999462127686,0.699999988079071,0.5199999809265137,0.03125,0.06599999964237213,0.060508642345666885,9.172060251235962,1102.198308467865,0.001,128
120,120,0.06279623201861978,0.07654807739257813,0.98115,0.9908999800682068,0.699999988079071,0.47999998927116394,0.04124999791383743,0.04400000348687172,0.057331979274749756,9.305372714996338,1111.5331799983978,0.001,128
121,121,0.06336430124988159,0.06280316162109376,0.9803833333333334,0.9902999997138977,0.6500000357627869,0.41999998688697815,0.026249999180436134,0.05000000074505806,0.04917994514107704,9.071203708648682,1120.6201956272125,0.001,128
122,122,0.05628560455168287,0.0626468017578125,0.9830333333333333,0.9907999634742737,0.800000011920929,0.47999998927116394,0.04124999791383743,0.06200000271201134,0.0641060620546341,9.119981050491333,1129.7557797431946,0.001,128
123,123,0.0658316438411673,0.05613515625,0.9804666666666667,0.9909999966621399,0.800000011920929,0.5,0.03374999761581421,0.04800000041723251,0.05485875532031059,9.109188318252563,1138.880470752716,0.001,128
124,124,0.061436952699224154,0.060108404541015625,0.9816,0.9892999529838562,0.6500000357627869,0.3999999761581421,0.03500000014901161,0.0560000017285347,0.056185394525527954,9.152167320251465,1148.0483253002167,0.001,128
125,125,0.06140998861740033,0.09067942504882813,0.9816833333333334,0.9896999597549438,0.699999988079071,0.41999998688697815,0.03374999761581421,0.06400000303983688,0.05891891196370125,9.314294815063477,1157.378033399582,0.001,128
126,126,0.06195047306120396,0.05848505249023438,0.9813833333333334,0.9907999634742737,0.699999988079071,0.5,0.03749999776482582,0.05400000140070915,0.0592939518392086,9.235014915466309,1166.6285781860352,0.001,128
127,127,0.06130353274345398,0.06210126342773437,0.9815333333333334,0.9896999597549438,0.800000011920929,0.3999999761581421,0.038750000298023224,0.046000003814697266,0.05476359277963638,9.213414430618286,1175.857568025589,0.001,128
128,128,0.06141773791487018,0.08577933349609375,0.9816,0.9894999861717224,0.699999988079071,0.4399999976158142,0.032499998807907104,0.058000002056360245,0.056397173553705215,9.223533153533936,1185.0966384410858,0.001,128
