,epoch,Train loss,Test loss,Train Accuracy,Test Accuracy,sparsity mlp1,sparsity mlp2,edge sparsity,epoch duration,run duration,lr,batch_size
61,61,0.22617505569458007,0.19387342529296875,0.9330166666666667,0.953499972820282,0.9300000071525574,0.9449999928474426,0.9356158971786499,2.700902223587036,171.81149625778198,0.001,1024
62,62,0.20656542421976726,0.18800380859375,0.9386333333333333,0.9578999876976013,0.9350000023841858,0.9300000071525574,0.9338684678077698,2.682246685028076,174.50754237174988,0.001,1024
63,63,0.22113433787027995,0.21618671875,0.9333666666666667,0.9587999582290649,0.9375,0.9449999928474426,0.9405384659767151,2.7357959747314453,177.25739526748657,0.001,1024
64,64,0.21928065287272136,0.2368926025390625,0.9338833333333333,0.9479999542236328,0.9249999523162842,0.9350000023841858,0.9289814233779907,2.8956685066223145,180.16777682304382,0.001,1024
65,65,0.22253240915934244,0.20325584716796874,0.9344333333333333,0.9514999985694885,0.9249999523162842,0.9249999523162842,0.925628662109375,2.686739206314087,182.8686547279358,0.001,1024
66,66,0.21692501843770345,0.2086722412109375,0.9349,0.9511999487876892,0.9350000023841858,0.9449999928474426,0.9388976097106934,2.8257176876068115,185.70847868919373,0.001,1024
67,67,0.20813586730957032,0.2217888671875,0.9371166666666667,0.9502999782562256,0.9424999952316284,0.9300000071525574,0.938791036605835,2.7514164447784424,188.4738006591797,0.001,1024
68,68,0.2303366663614909,0.2025275634765625,0.9296166666666666,0.9531999826431274,0.9174999594688416,0.9325000047683716,0.923220694065094,2.680288791656494,191.16794872283936,0.001,1024
69,69,0.20780735562642416,0.18987928466796875,0.9368166666666666,0.9553999900817871,0.9274999499320984,0.9524999856948853,0.9364896416664124,2.6874399185180664,193.86944365501404,0.001,1024
70,70,0.19599800033569337,0.2018597900390625,0.9414166666666667,0.9555999636650085,0.9174999594688416,0.9449999928474426,0.927411675453186,2.773510694503784,196.65694308280945,0.001,1024
71,71,0.1943904192606608,0.20376680908203126,0.9439166666666666,0.9589999914169312,0.9249999523162842,0.949999988079071,0.9340105652809143,2.7703425884246826,199.44119954109192,0.001,1024
72,72,0.19967208671569825,0.18952750244140626,0.93975,0.9589999914169312,0.9300000071525574,0.9149999618530273,0.9255576133728027,2.704566717147827,202.15971112251282,0.001,1024
73,73,0.19796898295084636,0.16984449462890625,0.9403,0.9598000049591064,0.9274999499320984,0.9249999523162842,0.9272695183753967,2.7902708053588867,204.9640393257141,0.001,1024
74,74,0.19431653874715168,0.216257373046875,0.9422,0.9530999660491943,0.9549999833106995,0.92249995470047,0.9444807171821594,2.6413028240203857,207.61936902999878,0.001,1024
75,75,0.19662566655476887,0.199669580078125,0.9406833333333333,0.9571999907493591,0.9325000047683716,0.9174999594688416,0.928036630153656,2.665881633758545,210.2990436553955,0.001,1024
76,76,0.21252488543192546,0.1890595458984375,0.9355166666666667,0.9547999501228333,0.9249999523162842,0.9350000023841858,0.9289814233779907,2.6455981731414795,212.95859241485596,0.001,1024
77,77,0.20296282437642416,0.2201299560546875,0.9379333333333333,0.9528999924659729,0.9474999904632568,0.9325000047683716,0.94291090965271,2.706069231033325,215.67884159088135,0.001,1024
78,78,0.1924765380859375,0.2221548828125,0.9432333333333334,0.9544999599456787,0.9375,0.9274999499320984,0.9346711039543152,2.6913795471191406,218.3854479789734,0.001,1024
79,79,0.19288070348103842,0.17665673828125,0.9433833333333334,0.9627999663352966,0.9449999928474426,0.9574999809265137,0.9496519565582275,2.9066925048828125,221.3059892654419,0.001,1024
80,80,0.1959836461385091,0.20113114013671876,0.9416166666666667,0.9571999907493591,0.9124999642372131,0.949999988079071,0.9258063435554504,2.69854474067688,224.0184338092804,0.001,1024
81,81,0.18802088902791342,0.205683984375,0.9433166666666667,0.9557999968528748,0.9325000047683716,0.9399999976158142,0.9355803728103638,2.6338140964508057,226.66667461395264,0.001,1024
82,82,0.1873800168355306,0.232756103515625,0.9439333333333333,0.948199987411499,0.9325000047683716,0.9174999594688416,0.928036630153656,2.889070749282837,229.5696349143982,0.001,1024
83,83,0.19137563349405926,0.16947733154296876,0.9420833333333334,0.9615999460220337,0.9124999642372131,0.9424999952316284,0.9232917428016663,2.79445481300354,232.37874817848206,0.001,1024
84,84,0.18338789202372233,0.1794739501953125,0.9451,0.9556999802589417,0.9549999833106995,0.9350000023841858,0.9486716389656067,2.827989339828491,235.22078657150269,0.001,1024
85,85,0.19488877220153808,0.2799637939453125,0.9404333333333333,0.9431999921798706,0.9424999952316284,0.9199999570846558,0.9354382157325745,2.634730577468872,237.86985778808594,0.001,1024
86,86,0.21098317896525065,0.1851744384765625,0.9360333333333334,0.9593999981880188,0.9449999928474426,0.9325000047683716,0.9412700533866882,2.786783218383789,240.67069673538208,0.001,1024
87,87,0.18590245056152344,0.1914362548828125,0.9439166666666666,0.9607999920845032,0.9399999976158142,0.9424999952316284,0.9413411021232605,2.658468723297119,243.34323954582214,0.001,1024
88,88,0.18294969075520834,0.17529801025390626,0.9458666666666666,0.9630999565124512,0.9149999618530273,0.9274999499320984,0.9199034571647644,2.730454206466675,246.08832144737244,0.001,1024
89,89,0.18419707158406576,0.1764180419921875,0.9443166666666667,0.9635999798774719,0.9049999713897705,0.9099999666213989,0.9074726700782776,2.763427972793579,248.86561059951782,0.001,1024
90,90,0.18677164421081544,0.1958894775390625,0.9433833333333334,0.9569999575614929,0.9199999570846558,0.8999999761581421,0.9139650464057922,2.6340434551239014,251.51368641853333,0.001,1024
91,91,0.1940767707824707,0.17976865234375,0.9421833333333334,0.9598999619483948,0.9300000071525574,0.9424999952316284,0.9347777366638184,2.713831901550293,254.2414779663086,0.001,1024
92,92,0.18919927914937337,0.19030089111328125,0.9424333333333333,0.9562999606132507,0.9424999952316284,0.9274999499320984,0.9379528164863586,2.733534097671509,256.9891710281372,0.001,1024
93,93,0.18284108250935874,0.15764569091796876,0.94515,0.9629999995231628,0.9375,0.9399999976158142,0.9388620853424072,2.7712135314941406,259.7745258808136,0.001,1024
94,94,0.17438187789916992,0.1917209228515625,0.9484166666666667,0.9580999612808228,0.9375,0.9024999737739563,0.9262892007827759,2.701258420944214,262.49007773399353,0.001,1024
95,95,0.18772885131835937,0.207822314453125,0.9428333333333333,0.9501999616622925,0.9124999642372131,0.9174999594688416,0.914909839630127,2.8224220275878906,265.32651448249817,0.001,1024
96,96,0.18910384432474772,0.1867691162109375,0.9427166666666666,0.9602999687194824,0.9325000047683716,0.9199999570846558,0.9288748502731323,2.766364812850952,268.1069302558899,0.001,1024
97,97,0.17726179784138998,0.2328614013671875,0.9472666666666667,0.9465999603271484,0.8924999833106995,0.9199999570846558,0.9026212096214294,2.731363296508789,270.8526785373688,0.001,1024
98,98,0.19182078081766765,0.178708837890625,0.9412833333333334,0.9580000042915344,0.9325000047683716,0.9474999904632568,0.938094973564148,2.770836353302002,273.63761854171753,0.001,1024
99,99,0.1753083215077718,0.18773358154296876,0.9479,0.9599999785423279,0.9274999499320984,0.9199999570846558,0.9255931377410889,2.8158278465270996,276.4674782752991,0.001,1024
100,100,0.18043974634806315,0.17548153076171874,0.94675,0.962399959564209,0.9124999642372131,0.9199999570846558,0.9157480001449585,2.6377787590026855,279.11924028396606,0.001,1024
101,101,0.1879119061787923,0.1879800537109375,0.9426833333333333,0.9611999988555908,0.9249999523162842,0.9199999570846558,0.9239522814750671,2.7504892349243164,281.88368678092957,0.001,1024
102,102,0.18369423027038576,0.16657991943359374,0.94515,0.9631999731063843,0.9274999499320984,0.9375,0.9314604997634888,2.700671911239624,284.5983669757843,0.001,1024
103,103,0.18328741874694823,0.1610408447265625,0.9447,0.9644999504089355,0.9199999570846558,0.9274999499320984,0.9231851696968079,2.6762537956237793,287.28862285614014,0.001,1024
104,104,0.17200314903259278,0.1911190185546875,0.9492666666666667,0.9598999619483948,0.8999999761581421,0.9049999713897705,0.9025145769119263,2.6669564247131348,289.9696135520935,0.001,1024
105,105,0.17033238716125487,0.1678095947265625,0.9487333333333333,0.9646999835968018,0.92249995470047,0.9149999618530273,0.9206350445747375,2.7376155853271484,292.72124576568604,0.001,1024
106,106,0.18808079071044922,0.2152199951171875,0.9424333333333333,0.95169997215271,0.9274999499320984,0.9424999952316284,0.9331368803977966,2.833799362182617,295.5691976547241,0.001,1024
107,107,0.19639456774393718,0.2612302978515625,0.9396166666666667,0.9390999674797058,0.8974999785423279,0.8849999904632568,0.8941681981086731,2.723067045211792,298.3063642978668,0.001,1024
108,108,0.1699105337778727,0.19735850830078125,0.9491,0.9590999484062195,0.9049999713897705,0.9149999618530273,0.9091490507125854,2.710010290145874,301.0308983325958,0.001,1024
109,109,0.185254611714681,0.19315682373046875,0.9435666666666667,0.9621999859809875,0.9024999737739563,0.9124999642372131,0.9066700339317322,2.7092196941375732,303.75449419021606,0.001,1024
110,110,0.16953774223327636,0.2049005126953125,0.9493166666666667,0.9601999521255493,0.9249999523162842,0.9074999690055847,0.9197613000869751,2.7389583587646484,306.5074973106384,0.001,1024
111,111,0.18245671602884928,0.19224344482421876,0.94455,0.9536999464035034,0.9049999713897705,0.9274999499320984,0.9133400321006775,2.699054718017578,309.2206392288208,0.001,1024
112,112,0.17812532539367676,0.1840835693359375,0.9456666666666667,0.9580999612808228,0.9174999594688416,0.9249999523162842,0.9207060933113098,2.690702199935913,311.92543959617615,0.001,1024
113,113,0.17778075459798176,0.168080810546875,0.94535,0.9649999737739563,0.9174999594688416,0.9099999666213989,0.9156769514083862,2.7136130332946777,314.6531710624695,0.001,1024
114,114,0.16725211868286133,0.15270291748046874,0.9497333333333333,0.9641000032424927,0.9199999570846558,0.9099999666213989,0.917317807674408,2.743321418762207,317.41069769859314,0.001,1024
115,115,0.16351792462666828,0.17905335693359375,0.95065,0.958899974822998,0.9249999523162842,0.8924999833106995,0.9147321581840515,2.614262580871582,320.0390844345093,0.001,1024
116,116,0.18350310503641765,0.16377825927734374,0.9447833333333333,0.9623000025749207,0.9024999737739563,0.8949999809265137,0.9008026719093323,2.679713010787964,322.73304891586304,0.001,1024
117,117,0.16716764945983886,0.16917796630859375,0.9491666666666667,0.9631999731063843,0.92249995470047,0.9099999666213989,0.9189586639404297,2.7247233390808105,325.4720878601074,0.001,1024
118,118,0.15350691947937012,0.18364505615234375,0.9543333333333334,0.967199981212616,0.9174999594688416,0.9199999570846558,0.919029712677002,2.7359466552734375,328.2221703529358,0.001,1024
119,119,0.18189587008158367,0.204239990234375,0.9447,0.9593999981880188,0.887499988079071,0.8899999856948853,0.889281153678894,2.8032026290893555,331.03976821899414,0.001,1024
120,120,0.17710501708984375,0.16261512451171875,0.9464,0.9635999798774719,0.9074999690055847,0.8949999809265137,0.9040843844413757,3.001471996307373,334.0553774833679,0.001,1024
121,121,0.16881451530456543,0.1741032958984375,0.9489166666666666,0.960599958896637,0.8799999952316284,0.9325000047683716,0.8986079096794128,2.653099775314331,336.7227909564972,0.001,1024
122,122,0.1902709540049235,0.1699183837890625,0.9406333333333333,0.9633999466896057,0.8974999785423279,0.9174999594688416,0.9050647020339966,2.7116003036499023,339.45028018951416,0.001,1024
123,123,0.16923336512247722,0.165806640625,0.94925,0.9655999541282654,0.8949999809265137,0.8974999785423279,0.8967183232307434,2.697096824645996,342.16191005706787,0.001,1024
124,124,0.1642269765218099,0.193290869140625,0.9494666666666667,0.9603999853134155,0.9024999737739563,0.9149999618530273,0.9075081944465637,2.6596670150756836,344.8360183238983,0.001,1024
125,125,0.18810663897196453,0.21372177734375,0.9432,0.9554999470710754,0.9199999570846558,0.9024999737739563,0.9148032069206238,2.759676933288574,347.60988759994507,0.001,1024
126,126,0.17493121859232585,0.18807039794921876,0.9473,0.9662999510765076,0.9099999666213989,0.9274999499320984,0.916621744632721,2.8082427978515625,350.4323923587799,0.001,1024
127,127,0.17575662625630697,0.2334700439453125,0.9469333333333333,0.9545999765396118,0.8924999833106995,0.8899999856948853,0.8925628662109375,2.683384418487549,353.13015365600586,0.001,1024
128,128,0.17441116027832032,0.17457567138671876,0.9464,0.9617999792098999,0.8924999833106995,0.8999999761581421,0.8959156274795532,2.6436607837677,355.78814721107483,0.001,1024
129,129,0.16448565762837727,0.18586324462890624,0.94975,0.9585999846458435,0.8824999928474426,0.92249995470047,0.8968960046768188,2.7013185024261475,358.5033712387085,0.001,1024
130,130,0.1736146324157715,0.184016162109375,0.94815,0.9620999693870544,0.8774999976158142,0.8899999856948853,0.8827177882194519,2.7754344940185547,361.29302430152893,0.001,1024
131,131,0.1806583709716797,0.18023145751953126,0.9440166666666666,0.961899995803833,0.8799999952316284,0.9149999618530273,0.8927405476570129,2.644866943359375,363.9520959854126,0.001,1024
132,132,0.171483384958903,0.1682110107421875,0.94805,0.9632999897003174,0.9124999642372131,0.9199999570846558,0.9157480001449585,2.718302011489868,366.6844997406006,0.001,1024
133,133,0.16394747746785482,0.17986033935546875,0.9509,0.960599958896637,0.8899999856948853,0.8899999856948853,0.8909220099449158,2.8248183727264404,369.52354073524475,0.001,1024
134,134,0.16601659189860027,0.1874970703125,0.9495833333333333,0.9562000036239624,0.85999995470047,0.8949999809265137,0.8729081749916077,2.8686559200286865,372.40658473968506,0.001,1024
135,135,0.20099377606709798,0.1883260009765625,0.93725,0.9630999565124512,0.8624999523162842,0.8799999952316284,0.8695198893547058,2.762723922729492,375.1834442615509,0.001,1024
136,136,0.16988710899353027,0.16392489013671874,0.94845,0.9649999737739563,0.8899999856948853,0.8949999809265137,0.8925983905792236,2.7528936862945557,377.95049476623535,0.001,1024
137,137,0.17800723991394043,0.16464267578125,0.9458,0.9633999466896057,0.8999999761581421,0.9325000047683716,0.9117347002029419,2.6585118770599365,380.62327551841736,0.001,1024
138,138,0.16750636940002442,0.174095947265625,0.94915,0.9632999897003174,0.8700000047683716,0.8974999785423279,0.8803097605705261,2.6304757595062256,383.2679421901703,0.001,1024
139,139,0.16113326059977215,0.1707910888671875,0.9514666666666667,0.9630999565124512,0.8924999833106995,0.887499988079071,0.891724705696106,2.7507662773132324,386.03296875953674,0.001,1024
140,140,0.17331609751383464,0.174033642578125,0.9470166666666666,0.9637999534606934,0.8799999952316284,0.8949999809265137,0.8860350251197815,2.67218017578125,388.7193512916565,0.001,1024
141,141,0.17013864822387695,0.17215311279296874,0.9487833333333333,0.9613999724388123,0.8424999713897705,0.8899999856948853,0.8597458600997925,2.6693949699401855,391.4030077457428,0.001,1024
142,142,0.1642673625946045,0.198841455078125,0.9492333333333334,0.9638999700546265,0.85999995470047,0.8949999809265137,0.8729081749916077,2.8526227474212646,394.26991748809814,0.001,1024
143,143,0.1614657822926839,0.1705467529296875,0.9509666666666666,0.9620999693870544,0.8999999761581421,0.8650000095367432,0.8891034722328186,2.6695516109466553,396.953813791275,0.001,1024
144,144,0.17809230817159016,0.1852864013671875,0.94535,0.960099995136261,0.8924999833106995,0.8849999904632568,0.8908864855766296,2.6821508407592773,399.65046787261963,0.001,1024
145,145,0.1691846435546875,0.16948570556640624,0.9478,0.9613999724388123,0.8549999594688416,0.8774999976158142,0.8637591600418091,2.76664662361145,402.431937456131,0.001,1024
146,146,0.16841839904785155,0.2142726806640625,0.9486833333333333,0.9553999900817871,0.8524999618530273,0.8774999976158142,0.8621183037757874,2.8661389350891113,405.31227922439575,0.001,1024
147,147,0.176891268157959,0.1820534423828125,0.9446833333333333,0.9611999988555908,0.8974999785423279,0.85999995470047,0.885786235332489,2.7228920459747314,408.0494306087494,0.001,1024
148,148,0.1521482551574707,0.17360673828125,0.95415,0.9631999731063843,0.8899999856948853,0.8524999618530273,0.8783491253852844,2.776846408843994,410.8405954837799,0.001,1024
149,149,0.15979293314615886,0.19043380126953124,0.9508333333333333,0.9602999687194824,0.8774999976158142,0.8774999976158142,0.8785268068313599,2.832946300506592,413.68791103363037,0.001,1024
150,150,0.17331696866353352,0.1500685546875,0.94735,0.9679999947547913,0.8899999856948853,0.8700000047683716,0.8842164874076843,2.7707509994506836,416.4729702472687,0.001,1024
151,151,0.15038173344930014,0.16642608642578124,0.9553833333333334,0.9663999676704407,0.8774999976158142,0.8650000095367432,0.8743358254432678,2.6395275592803955,419.1268262863159,0.001,1024
152,152,0.1655194923400879,0.16985897216796875,0.9500833333333333,0.9627999663352966,0.8824999928474426,0.8675000071525574,0.8784557580947876,2.7070441246032715,421.8482484817505,0.001,1024
153,153,0.1520102493286133,0.1822048828125,0.9538333333333333,0.964199960231781,0.9024999737739563,0.8624999523162842,0.8899061679840088,2.6805899143218994,424.5431399345398,0.001,1024
154,154,0.1556982551574707,0.18612530517578124,0.9534833333333333,0.9648000001907349,0.8700000047683716,0.8524999618530273,0.8652223348617554,2.738856792449951,427.2964096069336,0.001,1024
155,155,0.16412266972859701,0.2200025390625,0.9498333333333333,0.9621999859809875,0.8324999809265137,0.8174999952316284,0.8288748264312744,2.808884620666504,430.11967396736145,0.001,1024
156,156,0.16587457275390624,0.1598584228515625,0.9490666666666666,0.967799961566925,0.8824999928474426,0.8524999618530273,0.8734265565872192,2.78827166557312,432.92224311828613,0.001,1024
