,epoch,Train loss,Test loss,Train Accuracy,Test Accuracy,edge sparsity,param pruned,flops ratio,flops pruned,epoch duration,run duration,lr,batch_size
0,0,1.762999201965332,1.4762287109375,0.3379,0.47029998898506165,1.0,268346.0,0.9999999506794522,40551048.0,21.011035919189453,22.93708825111389,0.1,128
1,1,1.305811495513916,1.31541982421875,0.52138,0.5286999940872192,1.0,268346.0,0.9999999506794522,40551048.0,19.52535319328308,42.49935007095337,0.1,128
2,2,1.0711813180541991,1.04600625,0.62132,0.6354999542236328,1.0,268346.0,0.9999999506794522,40551048.0,19.558135271072388,62.080517292022705,0.1,128
3,3,0.9477930377197266,1.1995421875,0.66368,0.6293999552726746,1.0,268346.0,0.9999999506794522,40551048.0,19.546746969223022,81.64989042282104,0.1,128
4,4,0.8769937173461914,0.9553505859375,0.69234,0.6837999820709229,1.0,268346.0,0.9999999506794522,40551048.0,19.831487894058228,101.5059425830841,0.1,128
5,5,0.8283804136657715,1.2250490234375,0.71446,0.6439999938011169,1.0,268346.0,0.9999999506794522,40551048.0,19.56653618812561,121.09626388549805,0.1,128
6,6,0.7969954089355469,1.0283677734375,0.7239,0.673799991607666,1.0,268346.0,0.9999999506794522,40551048.0,19.749154090881348,140.8706977367401,0.1,128
7,7,0.7669136737060547,0.937309375,0.73334,0.6834999918937683,1.0,268346.0,0.9999999506794522,40551048.0,19.48778009414673,160.38256525993347,0.1,128
8,8,0.7544445379638672,0.7602658203125,0.7387,0.7455999851226807,1.0,268346.0,0.9999999506794522,40551048.0,19.631868362426758,180.0687608718872,0.1,128
9,9,0.7335815197753907,0.935577734375,0.74386,0.6976999640464783,1.0,268346.0,0.9999999506794522,40551048.0,19.567587852478027,199.66078567504883,0.1,128
10,10,0.7137442864227295,1.029140625,0.7527,0.699400007724762,1.0,268346.0,0.9999999506794522,40551048.0,19.537657737731934,219.22451257705688,0.1,128
11,11,0.7103183192443847,0.675405029296875,0.75394,0.769599974155426,1.0,268346.0,0.9999999506794522,40551048.0,19.364468812942505,238.6152753829956,0.1,128
12,12,0.6929062516784668,0.626649365234375,0.75968,0.7802000045776367,1.0,268346.0,0.9999999506794522,40551048.0,19.80257797241211,258.4430911540985,0.1,128
13,13,0.6830142951202393,0.9190501953125,0.76388,0.7008999586105347,1.0,268346.0,0.9999999506794522,40551048.0,19.524330139160156,277.99344205856323,0.1,128
14,14,0.6785003776550294,0.66607587890625,0.7638,0.7719999551773071,1.0,268346.0,0.9999999506794522,40551048.0,19.62274193763733,297.6416759490967,0.1,128
15,15,0.6719576533508301,0.625067333984375,0.76934,0.7856000065803528,1.0,268346.0,0.9999999506794522,40551048.0,19.506762981414795,317.1746690273285,0.1,128
16,16,0.6612833030700683,0.9126509765625,0.77126,0.7156999707221985,1.0,268346.0,0.9999999506794522,40551048.0,19.75432515144348,336.954754114151,0.1,128
17,17,0.6578239270019531,0.756014404296875,0.77308,0.750499963760376,1.0,268346.0,0.9999999506794522,40551048.0,19.440553188323975,356.42238092422485,0.1,128
18,18,0.6542132480621338,0.71105576171875,0.77276,0.7748000025749207,1.0,268346.0,0.9999999506794522,40551048.0,19.53317642211914,375.9825830459595,0.1,128
19,19,0.6577845866394043,0.837326171875,0.7746,0.7310999631881714,1.0,268346.0,0.9999999506794522,40551048.0,19.358497381210327,395.3681833744049,0.1,128
20,20,0.6483847763061523,0.631637109375,0.77776,0.7810999751091003,1.0,268346.0,0.9999999506794522,40551048.0,19.701719760894775,415.098281621933,0.1,128
21,21,0.6424032404327392,0.757433837890625,0.77752,0.7660999894142151,1.0,268346.0,0.9999999506794522,40551048.0,19.298346281051636,434.4248266220093,0.1,128
22,22,0.6436602753448486,0.796214990234375,0.77708,0.7437999844551086,1.0,268346.0,0.9999999506794522,40551048.0,19.366116285324097,453.8186252117157,0.1,128
23,23,0.6327284436798095,0.681207177734375,0.78122,0.7800999879837036,1.0,268346.0,0.9999999506794522,40551048.0,19.298864364624023,473.1457767486572,0.1,128
24,24,0.6352583184051513,0.8512904296875,0.7807,0.7346999645233154,1.0,268346.0,0.9999999506794522,40551048.0,19.512120008468628,492.68674540519714,0.1,128
25,25,0.6310524479675294,0.90424697265625,0.781,0.7045999765396118,1.0,268346.0,0.9999999506794522,40551048.0,19.233515977859497,511.9488105773926,0.1,128
26,26,0.6335065431213379,0.638146875,0.77906,0.7861999869346619,1.0,268346.0,0.9999999506794522,40551048.0,19.644010305404663,531.6220440864563,0.1,128
27,27,0.6258035795593262,0.98990283203125,0.7851,0.6821999549865723,1.0,268346.0,0.9999999506794522,40551048.0,19.53182601928711,551.1817514896393,0.1,128
28,28,0.62263572265625,0.73535869140625,0.784,0.7584999799728394,1.0,268346.0,0.9999999506794522,40551048.0,19.653409242630005,570.8641512393951,0.1,128
29,29,0.6211175298309326,0.73320341796875,0.78508,0.7604999542236328,1.0,268346.0,0.9999999506794522,40551048.0,19.506981372833252,590.4004111289978,0.1,128
30,30,0.6192365912628174,0.6200609375,0.78606,0.7947999835014343,1.0,268346.0,0.9999999506794522,40551048.0,19.807637453079224,610.2374999523163,0.1,128
31,31,0.6179571416473388,0.800453857421875,0.78592,0.7418000102043152,1.0,268346.0,0.9999999506794522,40551048.0,19.516061067581177,629.7827064990997,0.1,128
32,32,0.6167474523925781,0.82903232421875,0.78892,0.7268999814987183,1.0,268346.0,0.9999999506794522,40551048.0,19.694101572036743,649.5059354305267,0.1,128
33,33,0.6092957274627685,0.6590443359375,0.7885,0.7856000065803528,1.0,268346.0,0.9999999506794522,40551048.0,19.5511691570282,669.087052822113,0.1,128
34,34,0.6201452687835693,0.753002294921875,0.7864,0.7505999803543091,1.0,268346.0,0.9999999506794522,40551048.0,19.76708173751831,688.883740901947,0.1,128
35,35,0.6128487055969238,0.72826875,0.78796,0.7598999738693237,1.0,268346.0,0.9999999506794522,40551048.0,19.488362312316895,708.4025197029114,0.1,128
36,36,0.6081748040008544,0.975933984375,0.78972,0.7231000065803528,1.0,268346.0,0.9999999506794522,40551048.0,19.714038133621216,728.1465992927551,0.1,128
37,37,0.6088077796936036,0.628189697265625,0.78972,0.7906000018119812,1.0,268346.0,0.9999999506794522,40551048.0,19.396090030670166,747.5728378295898,0.1,128
38,38,0.6035511499786377,0.58632578125,0.78988,0.7989000082015991,1.0,268346.0,0.9999999506794522,40551048.0,19.653590440750122,767.2562713623047,0.1,128
39,39,0.6101423109436035,0.623062109375,0.7886,0.7858999967575073,1.0,268346.0,0.9999999506794522,40551048.0,19.335785388946533,786.6214995384216,0.1,128
40,40,0.6007242375183105,0.6166013671875,0.79152,0.7935000061988831,1.0,268346.0,0.9999999506794522,40551048.0,19.615570306777954,806.267988204956,0.1,128
41,41,0.608107151260376,1.06301240234375,0.78874,0.673799991607666,1.0,268346.0,0.9999999506794522,40551048.0,19.556790828704834,825.8559138774872,0.1,128
42,42,0.6076117590332031,0.68979130859375,0.79036,0.7689999938011169,1.0,268346.0,0.9999999506794522,40551048.0,19.692617177963257,845.5795338153839,0.1,128
43,43,0.6047807636260987,0.578793896484375,0.7903,0.8068000078201294,1.0,268346.0,0.9999999506794522,40551048.0,19.55020546913147,865.1621654033661,0.1,128
44,44,0.6030438533020019,0.67901181640625,0.78952,0.7727999687194824,1.0,268346.0,0.9999999506794522,40551048.0,19.743547677993774,884.9365746974945,0.1,128
45,45,0.5909474855804443,0.7426876953125,0.79356,0.7649999856948853,1.0,268346.0,0.9999999506794522,40551048.0,19.299267530441284,904.267272233963,0.1,128
46,46,0.6006889514160156,0.71480224609375,0.79094,0.7718999981880188,1.0,268346.0,0.9999999506794522,40551048.0,19.7676899433136,924.0669884681702,0.1,128
47,47,0.5930377465820312,0.72045517578125,0.79592,0.7619999647140503,1.0,268346.0,0.9999999506794522,40551048.0,19.49785566329956,943.5970182418823,0.1,128
48,48,0.5938047123718262,0.668851953125,0.79516,0.7856000065803528,1.0,268346.0,0.9999999506794522,40551048.0,19.675300359725952,963.3047323226929,0.1,128
49,49,0.6020308779907226,0.608066552734375,0.79176,0.7907999753952026,1.0,268346.0,0.9999999506794522,40551048.0,19.551166772842407,982.8883316516876,0.1,128
50,50,0.5966493129730225,0.740738818359375,0.79286,0.7565000057220459,1.0,268346.0,0.9999999506794522,40551048.0,19.75496554374695,1002.6757519245148,0.1,128
51,51,0.5981955219268799,0.63866748046875,0.79216,0.786799967288971,1.0,268346.0,0.9999999506794522,40551048.0,19.531839847564697,1022.2401738166809,0.1,128
52,52,0.592891891708374,0.57239111328125,0.79544,0.8007000088691711,1.0,268346.0,0.9999999506794522,40551048.0,19.895879983901978,1042.1691145896912,0.1,128
53,53,0.5898591931915284,0.80290478515625,0.79662,0.7339999675750732,1.0,268346.0,0.9999999506794522,40551048.0,19.246325731277466,1061.4490039348602,0.1,128
54,54,0.5948803424072265,0.806244775390625,0.79364,0.7475000023841858,1.0,268346.0,0.9999999506794522,40551048.0,19.7588152885437,1081.241164445877,0.1,128
55,55,0.5915705601501465,0.745057666015625,0.79534,0.7490999698638916,1.0,268346.0,0.9999999506794522,40551048.0,19.53834056854248,1100.8127839565277,0.1,128
56,56,0.5893612867736816,0.8178939453125,0.79374,0.7502999901771545,1.0,268346.0,0.9999999506794522,40551048.0,19.814162731170654,1120.6605956554413,0.1,128
57,57,0.5911909296417236,0.89377880859375,0.79536,0.7358999848365784,1.0,268346.0,0.9999999506794522,40551048.0,19.45945119857788,1140.1539058685303,0.1,128
58,58,0.592784905090332,0.88932509765625,0.79372,0.7064999938011169,1.0,268346.0,0.9999999506794522,40551048.0,19.84811019897461,1160.0359816551208,0.1,128
59,59,0.5883839674377441,0.547213134765625,0.79592,0.8126999735832214,1.0,268346.0,0.9999999506794522,40551048.0,19.57139778137207,1179.641511440277,0.1,128
60,60,0.595873557510376,0.594997216796875,0.795,0.7963999509811401,1.0,268346.0,0.9999999506794522,40551048.0,19.696799516677856,1199.374042749405,0.1,128
61,61,0.5878956618499755,0.777022900390625,0.7967,0.731499969959259,1.0,268346.0,0.9999999506794522,40551048.0,19.493621110916138,1218.8954055309296,0.1,128
62,62,0.5910551247406006,0.87094677734375,0.79532,0.7508999705314636,1.0,268346.0,0.9999999506794522,40551048.0,19.89013361930847,1238.8139669895172,0.1,128
63,63,0.5863167601776123,0.673441357421875,0.79718,0.7756999731063843,1.0,268346.0,0.9999999506794522,40551048.0,19.57850456237793,1258.420066833496,0.1,128
64,64,0.5874452696990967,0.69848251953125,0.79742,0.7655999660491943,1.0,268346.0,0.9999999506794522,40551048.0,19.715036869049072,1278.162596464157,0.1,128
65,65,0.585254651260376,0.89742119140625,0.79658,0.7021999955177307,1.0,268346.0,0.9999999506794522,40551048.0,19.500842332839966,1297.6909680366516,0.1,128
66,66,0.583760693359375,0.586633251953125,0.79812,0.8023999929428101,1.0,268346.0,0.9999999506794522,40551048.0,19.725351572036743,1317.4443275928497,0.1,128
67,67,0.5824736152648926,0.8997376953125,0.79816,0.7452999949455261,1.0,268346.0,0.9999999506794522,40551048.0,19.51846718788147,1336.9906725883484,0.1,128
68,68,0.5819278050994873,0.601011474609375,0.79938,0.7963999509811401,1.0,268346.0,0.9999999506794522,40551048.0,19.381993770599365,1356.4002199172974,0.1,128
69,69,0.5789887754058838,0.574265380859375,0.80048,0.8069999814033508,1.0,268346.0,0.9999999506794522,40551048.0,19.87488079071045,1376.3027102947235,0.1,128
70,70,0.5896791153717041,0.9062396484375,0.79506,0.7173999547958374,1.0,268346.0,0.9999999506794522,40551048.0,19.723676443099976,1396.0538890361786,0.1,128
